user,item,correct
35080,11,1.0
42861,202,1.0
96579,12,0.0
32987,231,1.0
93411,4,1.0
56352,199,1.0
45290,60,0.0
97920,675,0.0
10331,22,0.0
38704,244,0.0
95563,91,1.0
58309,3,1.0
53617,7,1.0
56358,371,0.0
90213,6,1.0
39700,169,0.0
20441,80,0.0
74812,18,0.0
59731,267,0.0
78760,6,1.0
26279,21,0.0
41439,18,1.0
96704,331,0.0
24484,18,1.0
15935,257,0.0
34504,23,1.0
20362,106,0.0
27949,164,0.0
54387,60,0.0
60102,7,1.0
37089,73,1.0
28375,78,0.0
16886,18,0.0
14044,8,0.0
3224,199,0.0
45927,36,1.0
17450,6,1.0
29342,122,1.0
88617,56,1.0
8275,497,1.0
82261,12,1.0
19781,161,1.0
45578,0,1.0
24710,331,1.0
62789,4,1.0
7460,3,1.0
90339,142,1.0
3655,30,1.0
28119,74,1.0
6195,18,1.0
50271,60,0.0
35499,174,1.0
64553,75,1.0
59195,257,0.0
21305,164,1.0
57390,230,0.0
85072,116,0.0
48467,126,1.0
99716,178,1.0
13080,20,1.0
26178,72,1.0
64408,21,0.0
5986,200,1.0
83902,4,1.0
74514,202,1.0
94405,179,1.0
28043,15,0.0
3381,89,1.0
69851,199,1.0
75559,4,1.0
36715,257,1.0
31790,199,0.0
94795,79,1.0
51324,576,1.0
63591,20,1.0
19582,82,1.0
73379,4,1.0
17850,244,1.0
21878,210,1.0
54329,199,1.0
77544,245,1.0
3206,11,1.0
62326,179,1.0
14795,74,1.0
71720,593,1.0
83902,8,1.0
63138,75,1.0
7454,280,1.0
86172,165,1.0
50720,4,1.0
33253,569,1.0
29426,116,1.0
8253,180,0.0
16521,20,0.0
50155,72,1.0
71729,163,1.0
86624,89,1.0
75091,6,1.0
21757,229,1.0
38511,8,1.0
83217,306,1.0
84404,29,1.0
51135,156,0.0
26576,200,1.0
14115,20,0.0
24041,35,1.0
62097,58,1.0
84479,199,1.0
95849,556,1.0
30685,75,1.0
76478,17,0.0
30676,56,1.0
96965,191,0.0
54005,244,0.0
41569,210,1.0
93227,331,1.0
37689,4,1.0
45209,75,1.0
65302,17,1.0
67836,417,1.0
99579,34,1.0
26715,323,0.0
94100,530,1.0
99747,346,1.0
59550,356,1.0
32180,56,1.0
92668,236,1.0
97779,121,0.0
88260,232,0.0
74710,61,0.0
72637,592,1.0
58827,158,1.0
65516,299,0.0
84923,82,1.0
90041,29,0.0
14883,258,1.0
81713,89,1.0
88425,111,1.0
59155,33,1.0
8917,60,0.0
46024,27,0.0
71332,73,1.0
14188,232,1.0
1722,3,1.0
2409,82,1.0
71840,156,0.0
45020,164,1.0
46167,115,1.0
11377,223,1.0
55949,8,1.0
36604,320,1.0
73827,7,1.0
2173,219,0.0
59794,156,0.0
68573,102,0.0
42801,676,1.0
21318,75,1.0
98294,244,1.0
96249,58,1.0
27985,2,1.0
75510,102,0.0
6209,18,0.0
72562,155,1.0
97945,610,1.0
47264,11,1.0
7672,267,1.0
9474,7,1.0
41651,75,1.0
2216,132,1.0
12074,128,1.0
84092,3,1.0
28881,27,1.0
96251,209,1.0
28199,292,1.0
74838,76,0.0
24263,76,0.0
741,211,1.0
97551,344,1.0
31865,94,0.0
13616,3,1.0
80164,6,1.0
37519,267,1.0
10364,200,0.0
2626,268,1.0
40947,20,1.0
40753,128,1.0
53052,309,1.0
16008,58,1.0
80173,12,1.0
24676,75,1.0
31404,211,0.0
64488,18,0.0
33079,73,1.0
51175,2,1.0
29129,21,0.0
1414,380,0.0
46461,361,1.0
20398,17,1.0
67401,35,0.0
98962,88,1.0
66235,18,0.0
46553,474,1.0
76098,299,1.0
74418,56,1.0
31300,89,1.0
16437,369,1.0
70934,158,1.0
19641,173,0.0
89135,4,1.0
71548,34,1.0
95021,73,1.0
44524,130,1.0
1759,6,1.0
57943,73,1.0
58770,164,0.0
70511,34,1.0
2649,7,1.0
21369,216,1.0
43768,4,1.0
55433,27,0.0
55765,7,1.0
71052,273,1.0
38345,256,1.0
20244,529,1.0
8296,477,1.0
42575,35,0.0
25176,208,1.0
99289,210,1.0
32804,7,1.0
38521,98,1.0
67578,93,1.0
7973,481,1.0
67990,35,1.0
76754,111,1.0
71434,305,1.0
51457,175,0.0
51504,30,1.0
50896,7,1.0
73349,7,1.0
55327,7,1.0
35936,22,0.0
71435,35,1.0
43525,34,1.0
31478,247,1.0
51675,3,1.0
4559,215,1.0
26662,82,1.0
19953,173,0.0
30651,24,0.0
25903,8,1.0
40742,156,1.0
95268,126,1.0
61326,72,1.0
45200,75,1.0
58901,76,0.0
65754,6,1.0
3892,99,1.0
34462,24,0.0
91415,676,0.0
10579,56,1.0
1023,215,1.0
71774,18,0.0
3251,158,1.0
87332,6,1.0
76895,280,1.0
7825,626,1.0
90609,89,1.0
82248,72,1.0
31948,39,1.0
41297,22,1.0
12341,19,1.0
15100,364,1.0
88164,215,1.0
60505,18,0.0
79928,113,1.0
40561,97,0.0
35717,179,0.0
10240,72,1.0
43286,22,0.0
26816,104,1.0
4587,210,0.0
54243,20,1.0
13368,8,0.0
36487,75,1.0
27689,18,0.0
46124,7,1.0
22028,35,1.0
41070,109,1.0
34874,81,1.0
34177,18,0.0
97889,83,1.0
77214,56,1.0
37993,429,1.0
74550,165,1.0
13868,2,1.0
87870,309,1.0
96964,0,1.0
96806,6,1.0
22445,481,0.0
19895,114,0.0
46068,56,1.0
73133,56,1.0
3225,30,1.0
98639,598,1.0
96740,6,1.0
49522,3,1.0
23699,73,1.0
26141,116,1.0
38128,80,0.0
76667,86,1.0
1996,173,1.0
60225,4,1.0
59009,6,1.0
86894,189,1.0
6336,72,1.0
1905,60,0.0
2394,35,1.0
42284,280,1.0
67878,235,1.0
24521,322,1.0
44687,1,1.0
21499,24,0.0
13769,1,1.0
1186,199,1.0
44220,21,0.0
50459,20,1.0
62328,519,0.0
1348,330,1.0
45168,12,0.0
14954,247,1.0
35497,6,1.0
97486,104,1.0
55778,112,1.0
13374,24,0.0
55438,226,0.0
12399,10,1.0
5551,112,1.0
41995,6,1.0
17645,3,1.0
83946,481,1.0
68765,298,1.0
27069,19,1.0
90516,165,1.0
7628,29,1.0
53559,577,1.0
38339,128,0.0
64175,230,1.0
80292,59,1.0
9917,102,1.0
17289,181,1.0
96716,209,0.0
65598,309,1.0
96352,156,0.0
80468,279,1.0
30951,125,0.0
45601,11,1.0
18231,84,1.0
29315,21,1.0
3536,189,1.0
25024,72,1.0
79040,20,0.0
94932,3,1.0
67263,76,1.0
17801,135,0.0
19962,33,1.0
71639,56,1.0
54567,4,1.0
11582,114,0.0
10187,96,0.0
65548,7,1.0
70571,4,1.0
39700,16,1.0
70765,34,1.0
82081,1,1.0
56638,481,0.0
33626,75,1.0
70265,78,1.0
7930,97,1.0
8794,11,1.0
17366,4,1.0
12589,7,1.0
98024,76,0.0
71231,3,1.0
56523,102,1.0
65221,59,1.0
55413,1,1.0
51865,235,0.0
47134,160,1.0
572,56,1.0
67786,280,1.0
2084,75,1.0
82981,91,1.0
24896,93,0.0
88871,11,1.0
1278,35,1.0
13131,46,0.0
1846,210,1.0
27252,88,1.0
1669,8,1.0
58813,164,0.0
85203,199,1.0
20102,12,0.0
88903,31,0.0
28807,78,0.0
80408,199,0.0
71883,415,0.0
41683,230,1.0
22026,272,0.0
19081,35,1.0
10733,330,1.0
75529,4,1.0
93073,306,1.0
11992,215,1.0
19468,84,1.0
64887,199,1.0
29288,119,0.0
16586,18,1.0
42609,6,1.0
72972,72,1.0
45386,126,1.0
56191,211,0.0
57600,229,1.0
84884,2,1.0
38106,191,0.0
89050,30,1.0
7361,1,1.0
14755,331,1.0
86873,206,0.0
94,84,0.0
63189,72,1.0
11380,92,0.0
68023,537,0.0
66566,22,0.0
26858,283,0.0
56118,35,1.0
47880,6,1.0
68352,244,0.0
46013,114,1.0
22364,39,1.0
8408,67,0.0
25889,490,1.0
97288,4,1.0
83976,577,1.0
34816,76,1.0
20079,81,1.0
44509,257,1.0
99914,89,1.0
19582,18,0.0
61155,179,0.0
70781,115,1.0
51548,72,1.0
60964,179,0.0
68471,334,1.0
90452,212,0.0
97105,235,1.0
13524,6,1.0
32590,5,1.0
62620,56,1.0
39471,3,1.0
89634,7,1.0
10986,101,1.0
66711,6,1.0
65984,522,0.0
33472,97,1.0
56776,3,1.0
19000,430,1.0
66727,72,1.0
89783,4,1.0
11217,320,0.0
69775,18,0.0
87996,2,0.0
55679,80,1.0
47049,356,0.0
52214,429,1.0
97175,33,1.0
47157,129,0.0
85761,91,1.0
4085,4,1.0
92794,199,0.0
20013,73,1.0
88968,363,1.0
73276,298,1.0
77446,7,1.0
17758,30,1.0
13699,351,1.0
84503,12,0.0
46969,351,1.0
54440,796,1.0
42556,12,0.0
65772,17,1.0
22456,73,1.0
83685,10,1.0
74900,116,1.0
1308,105,1.0
56938,280,1.0
54192,236,0.0
73916,17,1.0
71558,257,0.0
17317,80,1.0
53694,99,0.0
29574,82,1.0
25940,223,0.0
95804,7,1.0
14113,4,1.0
94751,267,0.0
5916,113,1.0
17672,12,0.0
44056,97,1.0
27751,298,1.0
89714,35,1.0
16350,185,0.0
35236,3,1.0
46078,629,1.0
54325,4,1.0
74410,41,0.0
83242,11,1.0
87649,6,1.0
37075,75,1.0
5212,72,1.0
51004,75,1.0
77117,232,0.0
80823,130,1.0
74361,33,1.0
48069,666,1.0
56186,7,1.0
41802,92,1.0
34027,132,0.0
73926,6,1.0
81788,376,0.0
20892,386,1.0
28836,50,1.0
56048,4,1.0
75130,72,1.0
66969,228,0.0
25721,105,1.0
16508,130,1.0
59320,308,1.0
38943,199,1.0
5229,30,1.0
5504,35,1.0
97856,24,1.0
62655,321,0.0
4129,7,1.0
38219,39,1.0
15304,164,0.0
74042,192,1.0
33506,78,0.0
22663,34,1.0
70822,3,0.0
26122,56,1.0
9327,223,1.0
91612,417,1.0
56699,3,1.0
50383,33,1.0
31231,34,0.0
3546,12,0.0
18262,302,1.0
23100,2,1.0
70463,8,1.0
80623,130,1.0
46328,12,1.0
27885,74,1.0
20058,210,1.0
70165,93,1.0
62817,2,1.0
8343,6,1.0
394,22,1.0
10235,73,1.0
4194,56,1.0
463,16,1.0
94745,74,1.0
45715,114,1.0
78245,79,1.0
79147,3,1.0
3799,58,1.0
22319,8,1.0
23142,126,1.0
6103,24,0.0
29569,60,0.0
22382,21,1.0
86960,298,1.0
16367,75,1.0
14977,115,1.0
92875,82,0.0
75813,75,1.0
4963,478,1.0
43142,522,1.0
29242,199,0.0
54173,8,1.0
7460,76,1.0
34992,11,1.0
92729,364,1.0
67023,293,1.0
74082,4,1.0
29120,344,1.0
85696,301,1.0
6103,30,1.0
47832,206,0.0
9479,34,1.0
97190,379,1.0
32318,302,1.0
44042,199,1.0
26489,329,0.0
9467,22,1.0
23259,98,0.0
11090,22,1.0
48121,190,0.0
32320,6,1.0
71998,610,0.0
43556,76,0.0
93125,72,1.0
33467,83,1.0
55320,130,1.0
85097,5,1.0
25589,39,1.0
75734,78,1.0
43577,12,1.0
71629,131,0.0
35569,297,0.0
14423,248,1.0
73375,6,1.0
95778,174,1.0
78569,344,0.0
6192,200,1.0
52879,199,0.0
46768,76,1.0
58674,210,1.0
48391,8,0.0
57921,206,0.0
39302,97,0.0
36108,4,1.0
40608,89,1.0
82634,6,1.0
25999,6,1.0
37917,351,1.0
70737,27,1.0
88910,415,1.0
6647,83,0.0
90756,8,0.0
99166,658,0.0
69986,104,1.0
75811,225,1.0
8313,272,0.0
67072,30,1.0
89900,6,1.0
28374,165,1.0
81259,2,1.0
67775,96,0.0
54127,60,0.0
53388,4,1.0
31369,12,1.0
3593,80,1.0
89696,4,1.0
4083,180,0.0
46097,167,1.0
1629,98,1.0
10616,6,1.0
3948,84,1.0
42656,58,1.0
67959,89,1.0
10953,205,1.0
95497,5,1.0
42025,293,0.0
95324,5,1.0
26051,111,1.0
64502,11,1.0
12208,202,1.0
1752,216,1.0
96307,18,1.0
33397,215,1.0
57401,160,1.0
26056,7,1.0
68790,56,1.0
19602,3,1.0
37931,31,0.0
49907,78,0.0
97776,6,1.0
2980,96,0.0
42826,7,1.0
85447,56,1.0
70341,27,1.0
47460,89,1.0
49835,174,1.0
8219,27,0.0
95595,298,1.0
44057,113,1.0
10037,35,1.0
92174,4,1.0
64218,1,1.0
33103,154,1.0
80867,72,1.0
82237,164,1.0
79235,247,0.0
87202,75,1.0
43783,129,1.0
11146,18,1.0
81857,247,0.0
51921,232,1.0
74970,321,0.0
33409,56,1.0
95238,156,1.0
42289,102,1.0
93435,4,1.0
57810,298,1.0
77594,244,0.0
40170,801,0.0
91868,211,0.0
50589,299,1.0
79297,215,1.0
2535,39,0.0
15716,21,0.0
11078,104,1.0
83997,625,0.0
29278,22,0.0
18329,522,1.0
64895,56,1.0
64176,78,0.0
10040,157,1.0
41568,127,0.0
51186,89,1.0
49129,181,0.0
49134,22,0.0
30336,3,1.0
6266,39,1.0
13525,16,1.0
75148,373,0.0
54373,209,1.0
15963,128,1.0
36248,73,1.0
20400,4,1.0
50087,74,1.0
34826,82,1.0
9819,8,1.0
48315,156,0.0
99012,80,1.0
42104,98,1.0
10380,230,1.0
1319,60,0.0
537,4,1.0
61258,386,1.0
53265,79,1.0
61362,2,1.0
23341,4,1.0
5534,2,1.0
92136,8,1.0
16902,206,1.0
98311,7,1.0
65059,236,1.0
41731,14,0.0
96731,354,1.0
51544,478,1.0
71722,3,1.0
87075,268,0.0
44397,801,1.0
27280,215,1.0
1360,111,1.0
36184,12,1.0
74456,89,1.0
18655,31,1.0
97595,208,1.0
89269,18,0.0
6123,249,1.0
2432,4,1.0
90839,3,1.0
47838,157,1.0
19805,190,1.0
4308,74,1.0
76137,35,1.0
794,56,1.0
94988,166,0.0
61731,56,1.0
57987,12,0.0
21313,4,1.0
20268,4,1.0
42996,215,1.0
22625,72,1.0
25119,2,1.0
45884,32,1.0
33105,7,1.0
90253,2,1.0
48826,7,1.0
55922,27,0.0
64843,236,0.0
28995,81,1.0
61879,6,1.0
40752,107,0.0
51660,229,1.0
69546,34,1.0
41508,56,1.0
49729,386,1.0
27289,81,1.0
32674,94,1.0
72614,18,0.0
13348,262,1.0
59562,18,0.0
13510,499,1.0
81952,258,1.0
26723,6,1.0
34017,81,1.0
93633,113,1.0
68877,199,1.0
314,72,1.0
76643,351,1.0
91318,91,1.0
23957,31,0.0
45028,3,1.0
29332,8,1.0
67115,156,0.0
47884,210,1.0
55029,207,1.0
32106,1,1.0
83035,18,0.0
96431,226,0.0
20384,123,1.0
75874,468,1.0
74838,33,1.0
35049,35,1.0
57805,3,1.0
47566,9,0.0
56435,3,1.0
82761,160,1.0
23412,21,1.0
98982,202,1.0
733,210,1.0
90137,6,1.0
84593,75,1.0
57958,34,0.0
33896,6,1.0
32207,210,1.0
60539,91,1.0
31690,72,1.0
24025,375,1.0
82229,156,0.0
19376,210,1.0
34134,91,1.0
62533,115,1.0
58284,386,0.0
87035,210,1.0
53669,207,1.0
93879,202,1.0
2310,101,1.0
61818,2,1.0
59920,247,0.0
89166,175,1.0
83899,202,1.0
8668,112,1.0
41545,2,1.0
10685,99,1.0
20351,380,1.0
12827,84,0.0
57194,17,0.0
17676,34,0.0
56801,12,1.0
80598,238,1.0
7704,72,1.0
72054,6,1.0
80980,174,1.0
85388,156,0.0
73286,3,1.0
38019,72,1.0
94385,257,1.0
36690,81,0.0
6624,23,1.0
84885,74,1.0
44211,172,0.0
26894,7,1.0
10570,279,1.0
73592,35,0.0
73319,233,1.0
1822,35,0.0
38579,257,1.0
76156,416,1.0
14339,236,1.0
98929,6,1.0
71216,200,1.0
92369,114,0.0
19150,134,1.0
42368,72,1.0
1794,97,0.0
9074,18,0.0
57924,115,1.0
71857,73,1.0
9639,96,1.0
2557,6,1.0
73180,22,0.0
15044,322,1.0
72910,126,1.0
44395,131,0.0
9329,72,1.0
44061,97,0.0
83774,113,1.0
56640,7,1.0
37172,79,1.0
6411,23,1.0
73336,245,1.0
55258,210,1.0
4990,6,1.0
32245,12,0.0
74542,33,1.0
79650,76,1.0
94544,73,1.0
11,56,1.0
23904,34,1.0
73015,20,1.0
9029,181,0.0
42278,20,1.0
50910,199,1.0
57893,2,1.0
37944,74,1.0
35443,18,0.0
63983,259,1.0
92635,205,1.0
61194,79,0.0
77787,114,1.0
36523,3,1.0
95902,21,0.0
87142,299,0.0
65157,179,0.0
93758,34,1.0
79379,76,0.0
65429,35,0.0
25667,202,1.0
35059,210,1.0
1713,268,1.0
42746,125,1.0
65584,223,1.0
32033,245,1.0
53618,179,1.0
90452,235,1.0
30939,112,1.0
54735,4,1.0
64095,248,1.0
34081,237,1.0
68951,76,1.0
40114,34,0.0
48306,185,0.0
71180,76,1.0
65288,385,1.0
28684,91,1.0
90461,102,1.0
9977,257,0.0
80657,0,1.0
47830,105,1.0
37303,210,1.0
50171,56,1.0
15129,78,1.0
73579,33,1.0
65507,78,0.0
99952,210,1.0
79653,179,0.0
72442,73,1.0
63566,165,1.0
27463,215,1.0
13167,33,1.0
39743,56,1.0
88893,218,1.0
87325,232,0.0
67781,352,0.0
23038,12,0.0
37688,73,1.0
32258,8,0.0
7562,73,1.0
65935,18,0.0
11608,130,1.0
67374,230,1.0
62985,4,1.0
72264,7,1.0
89656,56,1.0
65555,199,0.0
23031,94,0.0
61735,2,1.0
90822,18,0.0
43486,238,1.0
94380,280,1.0
25174,6,1.0
93604,156,0.0
12360,130,1.0
5067,28,1.0
32217,283,0.0
50849,11,0.0
54651,655,1.0
95997,7,1.0
32484,131,0.0
67707,638,1.0
25476,300,1.0
66680,200,1.0
89196,236,1.0
79489,379,1.0
76034,34,1.0
42172,98,1.0
59379,117,1.0
19872,6,1.0
27114,2,1.0
15439,188,1.0
2554,1,1.0
69461,430,1.0
88897,12,0.0
6372,126,1.0
70157,321,1.0
50833,99,1.0
7143,35,0.0
80845,245,1.0
44920,84,0.0
22370,412,1.0
26428,56,1.0
67401,211,1.0
13484,94,0.0
86926,179,1.0
19557,29,1.0
88822,235,1.0
36039,72,1.0
88093,72,1.0
9988,35,0.0
4110,6,1.0
40043,121,0.0
83333,27,1.0
73113,131,0.0
63385,6,1.0
75150,519,0.0
71146,10,0.0
29262,233,1.0
54872,188,1.0
25258,115,1.0
80317,18,0.0
65397,25,1.0
66176,18,1.0
24862,199,1.0
16704,156,0.0
65752,385,1.0
7948,17,0.0
6443,156,1.0
66911,6,1.0
1535,89,1.0
20738,274,1.0
39609,8,1.0
464,107,0.0
84907,18,1.0
35713,80,1.0
46213,65,0.0
72002,90,1.0
48226,293,1.0
97212,669,1.0
81290,6,1.0
29426,24,1.0
25722,1,1.0
50224,74,1.0
20156,73,1.0
9443,323,0.0
476,7,1.0
70945,610,0.0
95522,165,1.0
21038,11,1.0
71413,75,1.0
19009,211,0.0
83508,93,1.0
21278,156,1.0
54524,136,1.0
66965,16,1.0
44781,164,0.0
38326,79,1.0
26779,5,1.0
14127,8,0.0
5581,35,1.0
26027,11,1.0
65804,4,1.0
86974,175,1.0
12124,257,0.0
14810,206,1.0
20729,56,1.0
8243,4,1.0
14563,209,1.0
24554,35,1.0
88737,179,1.0
92158,246,1.0
69047,10,1.0
42117,11,0.0
91685,72,1.0
67791,112,1.0
99376,4,1.0
10669,6,1.0
68772,34,1.0
61549,98,1.0
60958,156,0.0
67487,75,1.0
59983,56,1.0
43003,8,0.0
37511,271,1.0
82370,280,0.0
28901,75,1.0
13225,282,1.0
82334,21,0.0
45000,245,1.0
93429,248,0.0
57049,93,1.0
52244,206,1.0
81093,248,1.0
85701,0,1.0
98053,12,1.0
65921,126,1.0
35399,6,1.0
16016,6,1.0
9078,257,0.0
82448,74,1.0
1151,13,1.0
71693,35,1.0
57546,8,0.0
20717,3,1.0
38471,73,1.0
18153,5,1.0
57473,291,0.0
17029,6,1.0
5564,327,1.0
57961,12,1.0
47808,2,1.0
67230,2,1.0
74905,8,1.0
38027,278,1.0
91946,84,0.0
42873,160,1.0
91283,199,1.0
6517,21,1.0
39931,29,0.0
29700,81,1.0
76307,75,1.0
5413,163,1.0
7279,229,0.0
35878,26,1.0
94467,247,0.0
89633,18,0.0
42225,305,1.0
20806,126,1.0
17645,18,0.0
3266,104,1.0
42383,114,1.0
42740,11,1.0
3340,31,1.0
84904,75,1.0
81269,192,0.0
97284,72,1.0
514,82,1.0
1323,4,1.0
12065,2,1.0
36763,229,1.0
91109,90,1.0
40877,11,1.0
9217,229,0.0
49114,106,0.0
32117,156,1.0
73618,667,0.0
384,104,0.0
8102,32,1.0
45784,206,1.0
81225,22,0.0
81738,298,0.0
58604,114,0.0
68670,24,0.0
59770,232,0.0
7208,75,1.0
46037,8,0.0
30168,201,1.0
19916,17,1.0
85604,18,1.0
86146,2,1.0
6651,35,1.0
71771,522,1.0
89868,179,1.0
66285,431,1.0
64370,575,1.0
3437,107,0.0
27386,2,1.0
11098,116,0.0
96108,304,0.0
30163,270,0.0
96083,32,1.0
61762,360,1.0
45761,245,1.0
70168,112,1.0
85554,235,1.0
98917,101,1.0
83329,72,1.0
80913,2,1.0
29724,289,1.0
29889,34,1.0
19083,199,1.0
77461,207,1.0
46139,241,1.0
66545,3,1.0
81369,35,0.0
38885,224,1.0
1836,6,1.0
65225,2,1.0
85574,709,0.0
40289,18,1.0
60030,6,1.0
59388,299,0.0
52010,74,1.0
14466,16,1.0
40777,98,1.0
93223,6,1.0
98928,32,1.0
96981,13,1.0
1966,4,1.0
17161,29,1.0
83435,212,1.0
88633,114,1.0
28792,501,1.0
39811,3,1.0
58865,3,1.0
60033,4,1.0
55441,293,0.0
7614,223,1.0
65699,248,0.0
16684,155,0.0
2712,6,1.0
26233,24,1.0
98445,230,1.0
85131,94,0.0
20284,765,0.0
66879,82,0.0
21852,17,1.0
56481,415,0.0
46369,56,1.0
11206,47,0.0
4443,73,1.0
71208,487,1.0
31193,351,1.0
82231,210,1.0
45644,179,0.0
84908,361,1.0
61593,74,1.0
79188,115,1.0
68395,209,1.0
76870,302,0.0
26184,226,0.0
52731,79,1.0
29884,6,1.0
95211,56,1.0
48023,12,0.0
75285,76,0.0
31416,8,0.0
78518,2,1.0
68735,1,1.0
72383,2,1.0
69190,158,0.0
51270,322,1.0
43638,288,1.0
75178,205,1.0
72464,305,0.0
18980,72,1.0
55617,2,1.0
96687,3,1.0
18100,76,1.0
51352,487,1.0
80281,21,0.0
45371,429,1.0
35945,21,1.0
11065,7,1.0
1815,202,1.0
7516,6,1.0
87866,11,1.0
79556,377,1.0
25512,179,1.0
72718,35,1.0
52012,18,0.0
82590,73,1.0
1449,158,1.0
2407,19,1.0
91323,89,1.0
49737,92,1.0
32400,17,1.0
86465,6,1.0
34903,415,0.0
63704,114,1.0
87623,111,1.0
80602,30,1.0
49556,21,1.0
36906,89,1.0
701,7,1.0
18408,116,1.0
59349,431,0.0
48997,207,1.0
32819,28,1.0
44408,178,0.0
77782,364,0.0
70678,1,1.0
48313,1,1.0
98469,257,1.0
85253,205,1.0
72669,79,1.0
52025,3,1.0
46553,298,1.0
93022,32,1.0
18171,78,1.0
65523,283,1.0
11851,99,0.0
46411,230,1.0
16214,35,1.0
77348,6,1.0
42703,75,1.0
53605,7,1.0
7159,215,1.0
2614,12,1.0
3893,97,1.0
66106,210,1.0
22827,20,1.0
48009,7,1.0
47069,12,0.0
70731,156,0.0
19877,60,0.0
89039,56,1.0
73621,130,1.0
32373,14,0.0
25770,175,1.0
82533,12,0.0
92315,6,1.0
8110,89,1.0
40102,273,0.0
96804,6,1.0
77382,592,1.0
8718,266,1.0
35802,159,1.0
98094,2,1.0
74385,4,1.0
66786,56,1.0
15596,12,1.0
30405,22,0.0
39764,208,1.0
47166,73,1.0
30712,22,0.0
28341,81,1.0
94516,52,0.0
38665,104,1.0
34380,207,1.0
4195,273,1.0
58893,280,1.0
83517,257,0.0
3403,3,1.0
90422,6,1.0
51570,281,1.0
98549,75,1.0
84518,12,0.0
67661,377,0.0
27037,19,1.0
34251,5,1.0
84488,2,1.0
21001,321,0.0
67571,299,1.0
13218,34,1.0
70852,298,1.0
51311,257,0.0
16313,72,1.0
96291,20,1.0
55813,18,0.0
72157,3,1.0
80125,173,0.0
27679,174,1.0
24355,300,0.0
7607,73,1.0
71046,3,1.0
30190,7,1.0
29969,205,0.0
74144,416,1.0
38638,223,0.0
80684,31,1.0
34066,56,1.0
10687,4,1.0
59135,303,1.0
44941,22,1.0
81184,24,1.0
9943,126,1.0
60176,5,1.0
30886,7,1.0
33329,56,1.0
76346,785,1.0
42453,76,1.0
8874,172,1.0
18216,61,0.0
96413,3,1.0
36284,211,1.0
82547,18,1.0
14429,236,1.0
86773,2,1.0
85228,2,1.0
68515,244,0.0
15158,165,1.0
58038,34,1.0
34828,91,1.0
23377,19,1.0
48076,18,1.0
47694,7,1.0
68203,625,1.0
70054,317,1.0
24156,432,1.0
93058,20,1.0
59400,56,1.0
42925,73,1.0
31656,96,0.0
94702,209,0.0
8146,199,1.0
88599,165,1.0
54205,121,0.0
16053,215,1.0
41747,156,0.0
69156,57,1.0
68792,305,0.0
83782,215,0.0
53351,74,1.0
19032,21,1.0
33740,26,1.0
93512,74,1.0
74259,33,1.0
93906,235,1.0
50174,6,1.0
87597,99,0.0
72602,82,0.0
7221,35,1.0
67928,92,1.0
77906,136,1.0
75606,331,0.0
36887,210,0.0
89968,205,1.0
49354,3,1.0
97693,3,1.0
31036,18,0.0
51298,8,0.0
70049,2,1.0
97696,112,1.0
88597,202,1.0
64382,11,1.0
79492,226,1.0
95171,4,1.0
90124,215,1.0
22483,199,0.0
76317,156,1.0
21360,126,1.0
89491,132,0.0
40124,92,1.0
83098,89,1.0
44957,298,1.0
59542,130,1.0
1205,35,1.0
62065,3,1.0
24368,158,1.0
51361,6,1.0
89498,361,0.0
18942,435,1.0
36239,75,1.0
62545,72,1.0
85822,156,1.0
67454,76,1.0
36379,56,1.0
72878,128,0.0
23836,135,1.0
59712,3,1.0
76640,56,1.0
17147,34,1.0
6297,257,1.0
15248,84,1.0
69942,176,1.0
82972,34,1.0
55713,32,1.0
98716,109,1.0
5882,84,1.0
16635,3,1.0
48421,270,1.0
51252,233,1.0
16000,103,1.0
81507,56,1.0
18369,21,1.0
31893,3,1.0
92074,24,0.0
89286,112,1.0
97576,32,1.0
20547,12,0.0
30617,130,1.0
4294,56,1.0
37864,35,1.0
57164,233,1.0
99385,610,1.0
99389,6,1.0
6865,21,0.0
58239,130,1.0
22710,74,1.0
14384,35,1.0
11120,78,0.0
33210,4,1.0
12950,4,1.0
11817,267,1.0
19352,174,1.0
33645,104,1.0
95471,206,1.0
89801,181,1.0
91941,8,0.0
10038,8,1.0
82795,76,1.0
57573,230,1.0
58616,6,1.0
96046,174,1.0
12696,7,1.0
85246,210,1.0
3911,114,1.0
83464,267,0.0
89164,73,1.0
1015,6,1.0
19182,113,1.0
56281,30,1.0
42576,56,1.0
18038,75,1.0
22646,223,1.0
72138,246,1.0
60140,7,1.0
4768,259,0.0
47230,6,1.0
14286,98,0.0
87263,164,0.0
50897,364,1.0
55786,322,1.0
89111,115,1.0
11396,257,0.0
75302,82,1.0
41866,99,1.0
1970,216,1.0
9728,76,1.0
60181,35,1.0
43936,4,1.0
67130,211,1.0
8140,2,1.0
22401,298,1.0
68720,295,0.0
52348,102,0.0
69211,437,1.0
6422,43,0.0
1498,30,1.0
57525,416,0.0
40376,39,1.0
83856,28,0.0
44056,52,0.0
67462,156,1.0
62305,209,1.0
99176,126,1.0
50523,209,0.0
94889,832,1.0
93438,108,0.0
6456,93,1.0
46939,52,1.0
95477,279,1.0
90316,99,1.0
25357,11,1.0
14908,156,0.0
23210,278,0.0
29003,115,1.0
458,4,1.0
65306,223,0.0
19965,73,1.0
726,89,1.0
98848,11,1.0
