user,split
765,train
2976,train
1562,train
2070,train
1634,train
2083,train
952,train
3384,train
2651,train
3860,train
1629,train
3524,train
328,train
297,train
988,train
2018,train
1724,train
3630,train
3891,train
2961,train
3841,train
777,train
326,train
3083,train
2325,train
700,train
2063,train
671,train
374,train
2412,train
1829,train
3945,train
3620,train
447,train
1125,train
1037,train
2380,train
201,train
1641,train
2528,train
3501,train
1631,train
1638,train
2634,train
895,train
3366,train
4051,train
3332,train
224,train
2449,train
2941,train
4009,train
3571,train
973,train
27,train
3427,train
3315,train
3944,train
1422,train
256,train
1939,train
403,train
3967,train
1258,train
3203,train
1567,train
2250,train
360,train
3993,train
3002,train
1835,train
906,train
731,train
540,train
757,train
1863,train
327,train
704,train
1937,train
3421,train
2698,train
2546,train
3115,train
842,train
2666,train
627,train
2968,train
2800,train
79,train
3110,train
1263,train
1865,train
2474,train
517,train
1832,train
3069,train
1923,train
1310,train
3090,train
582,train
3340,train
2241,train
64,train
1094,train
2430,train
3852,train
827,train
2498,train
3575,train
9,train
1368,train
3485,train
914,train
3726,train
299,train
1342,train
2677,train
1858,train
958,train
2007,train
3211,train
2790,train
4012,train
1142,train
2569,train
3579,train
3234,train
2129,train
2772,train
2366,train
652,train
2433,train
199,train
468,train
856,train
740,train
3572,train
1857,train
3807,train
3735,train
121,train
1512,train
1366,train
1682,train
3367,train
2317,train
1656,train
1300,train
1447,train
3926,train
359,train
3642,train
1414,train
3383,train
262,train
928,train
1136,train
1547,train
373,train
2810,train
3626,train
1751,train
1343,train
1019,train
2425,train
736,train
206,train
3879,train
2168,train
2163,train
1565,train
341,train
814,train
1486,train
521,train
2211,train
2489,train
2141,train
1480,train
2816,train
1229,train
2202,train
3963,train
3214,train
3144,train
1805,train
2020,train
758,train
3042,train
272,train
3604,train
2887,train
2697,train
1764,train
634,train
1311,train
2801,train
1925,train
1831,train
3624,train
1131,train
2868,train
3814,train
822,train
316,train
4025,train
2461,train
439,train
221,train
1193,train
3036,train
3359,train
3160,train
753,train
3491,train
2016,train
72,train
2378,train
3333,train
291,train
3765,train
196,train
2897,train
1837,train
3105,train
826,train
3820,train
2488,train
1932,train
2694,train
3657,train
1674,train
3640,train
1232,train
2560,train
2716,train
2588,train
3809,train
1000,train
3497,train
240,train
2169,train
2336,train
74,train
2640,train
4063,train
932,train
1410,train
2617,train
1298,train
2066,train
2661,train
2450,train
1095,train
104,train
589,train
3628,train
1002,train
2338,train
3425,train
904,train
2009,train
1478,train
3402,train
204,train
1484,train
646,train
3798,train
92,train
3310,train
1795,train
3076,train
164,train
2493,train
2788,train
1406,train
22,train
3839,train
46,train
3847,train
207,train
2276,train
3134,train
635,train
3459,train
2303,train
194,train
2964,train
3270,train
3259,train
2457,train
1068,train
163,train
2671,train
3800,train
2201,train
1755,train
417,train
725,train
2830,train
1548,train
2104,train
1989,train
1902,train
645,train
2802,train
1841,train
2905,train
2207,train
3693,train
2886,test
1249,test
3900,test
496,test
4014,test
3162,test
3254,test
1347,test
3271,test
3112,test
386,test
870,test
2754,test
114,test
3833,test
526,test
1997,test
2762,test
3298,test
188,test
2966,test
2534,test
3044,test
2638,test
824,test
1228,test
1753,test
1584,test
358,test
2544,test
1878,test
2822,test
1200,test
3669,test
1709,test
1379,test
85,test
1299,test
1940,test
3242,test
159,test
888,test
2977,test
3063,test
3122,test
4004,test
2421,test
2043,test
2453,test
989,test
1032,test
4022,test
2432,test
1008,test
1434,test
1322,test
1734,test
1596,test
1897,test
801,test
620,test
901,test
3837,test
3689,test
1877,test
2137,test
794,test
4054,test
3818,test
2839,test
605,test
3483,test
2000,test
1556,test
155,test
3009,test
990,test
271,test
3861,test
2735,test
3824,test
2351,test
2973,test
183,test
2700,test
2512,test
478,test
1448,test
714,test
577,test
3528,test
124,test
3344,test
59,test
375,test
2102,test
1578,test
2046,test
482,test
3054,test
708,test
1233,test
576,test
3962,test
3865,test
903,test
3287,test
597,test
3011,test
1576,test
4036,test
832,test
2806,test
3246,test
1549,test
3618,test
644,test
584,test
650,test
2681,test
2094,test
1082,test
1720,test
565,test
1717,test
1569,test
1050,test
2209,test
2991,test
2718,test
3947,test
3240,test
399,test
2760,test
3244,test
3568,test
887,test
3330,test
37,test
2861,test
1827,test
3216,test
1756,test
2460,test
3603,test
2236,test
137,test
616,test
1745,test
1015,test
3592,test
2274,test
4029,test
2313,test
1736,test
3431,test
3758,test
527,test
351,test
1198,test
1515,test
205,test
1179,test
3766,test
1594,test
3000,test
559,test
3221,test
1531,test
570,test
2672,test
211,test
1952,test
3898,test
2051,test
3918,test
3694,test
1728,test
1942,test
3716,test
1616,test
1119,test
2979,test
1381,test
2486,test
2787,test
2873,test
3263,test
345,test
3328,test
1950,test
2693,test
787,test
145,test
3068,test
3793,test
3670,test
488,test
562,test
1114,test
3526,test
1465,test
1793,test
2632,test
2156,test
2452,test
1970,test
1362,test
1092,test
251,test
984,test
966,test
2106,test
3715,test
3487,test
690,test
1733,test
667,test
287,test
3871,test
2780,test
3247,test
545,test
3266,test
2215,test
160,test
2659,test
3688,test
3910,test
807,test
58,test
462,test
2970,test
1802,test
1349,test
1579,test
261,test
398,test
3791,test
190,test
764,test
2609,test
2623,test
459,test
3675,test
3067,test
162,test
2853,test
2685,test
2471,test
503,test
1259,test
1023,test
2328,test
3825,test
3114,test
2147,test
4035,test
1317,test
3631,test
2917,test
2903,test
2226,test
1540,test
1809,test
3690,test
366,test
1861,test
1253,test
1377,test
1732,test
707,test
1836,test
2132,test
2709,test
4026,test
2607,test
4050,test
2937,test
2407,test
3161,test
3354,test
2570,test
2818,test
438,test
3232,test
3146,test
3743,test
3600,test
3386,test
2248,test
1275,test
2305,test
1065,test
805,test
295,test
746,test
423,test
118,test
3409,test
3613,test
1842,test
3129,test
2263,test
3828,test
1553,test
54,test
3737,test
3596,test
2061,test
1214,test
1294,test
1238,test
446,test
1308,test
781,test
3609,test
2423,test
1123,test
2187,test
2686,test
397,test
2011,test
962,test
320,test
2294,test
3095,test
2239,test
3577,test
264,test
3875,test
2513,test
3954,test
3588,test
3986,test
3326,test
2743,test
325,test
1941,test
2529,test
3943,test
1544,test
3508,test
3502,test
930,test
1286,test
3008,test
2290,test
1669,test
2854,test
2645,test
3488,test
2828,test
1775,test
987,test
515,test
2642,test
3632,test
4046,test
2042,test
3558,test
1127,test
414,test
1351,test
3176,test
2153,test
915,test
1746,test
485,test
3894,test
2491,test
2258,test
3939,test
3103,test
938,test
2275,test
2431,test
1278,test
886,test
1041,test
3003,test
3096,test
1949,test
355,test
3300,test
1402,test
3595,test
270,test
836,test
926,test
2616,test
2508,test
2757,test
2067,test
1186,test
2064,test
1089,test
2356,test
3358,test
3567,test
3397,test
2121,test
1099,test
3587,test
52,test
1552,test
3649,test
1396,test
3057,test
3719,test
2781,test
1307,test
2934,test
1967,test
3756,test
1697,test
2863,test
2622,test
456,test
3713,test
2514,test
2706,test
3696,test
1173,test
1051,test
2297,test
1915,test
830,test
778,test
1316,test
3549,test
3337,test
227,test
247,test
2476,test
2769,test
1252,test
3709,test
1679,test
2218,test
1824,test
294,test
1046,test
3282,test
2798,test
89,test
661,test
1911,test
3220,test
3557,test
3268,test
2717,test
1158,test
1969,test
2572,test
2157,test
3139,test
494,test
2900,test
3916,test
2545,test
1737,test
3249,test
2882,test
2846,test
2567,test
2648,test
1649,test
3209,test
1561,test
604,test
816,test
2406,test
3899,test
1513,test
809,test
1880,test
3305,test
3181,test
3368,test
867,test
3484,test
1315,test
2229,test
3917,test
1896,test
2635,test
1786,test
2170,test
948,test
3477,test
391,test
2213,test
2497,test
3419,test
838,test
3281,test
401,test
3721,test
2044,test
3545,test
1901,test
149,test
2942,test
4023,test
3142,test
1279,test
2085,test
428,test
1742,test
3066,test
2614,test
2817,test
3390,test
3753,test
949,test
13,test
3394,test
1885,test
2775,test
3627,test
3607,test
1182,test
3720,test
2847,test
95,test
2894,test
2396,test
2535,test
1199,test
1365,test
1117,test
1210,test
2548,test
3056,test
1287,test
2459,test
1281,test
1056,test
2364,test
2299,test
1007,test
3284,test
3813,test
3672,test
1530,test
3150,test
3312,test
844,test
760,test
2001,test
2424,test
3286,test
1573,test
1442,test
1954,test
3135,test
2318,test
3085,test
986,test
2836,test
1951,test
3564,test
161,test
2440,test
1240,test
2255,test
1630,test
3757,test
3184,test
2555,test
1042,test
2713,test
2571,test
1181,test
893,test
2253,test
2383,test
458,test
3295,test
76,test
1602,test
1545,test
2410,test
3349,test
1534,test
1595,test
3980,test
2455,test
3988,test
3441,test
3025,test
1028,test
3166,test
2608,test
1505,test
499,test
323,test
93,test
862,test
3896,test
1022,test
1363,test
840,test
2811,test
1413,test
3469,test
564,test
2080,test
3458,test
364,test
2715,test
3525,test
440,test
3712,test
633,test
3299,test
1393,test
642,test
1900,test
2464,test
2500,test
81,test
4017,test
820,test
432,test
1394,test
2359,test
2921,test
450,test
3124,test
1610,test
3414,test
1564,test
3339,test
721,test
2154,test
1146,test
2936,test
1420,test
4058,test
533,test
2778,test
1408,test
105,test
2314,test
1371,test
3262,test
3919,test
978,test
3904,test
2087,test
339,test
961,test
3260,test
3475,test
525,test
2237,test
3884,test
3159,test
732,test
1507,test
5,test
1621,test
3771,test
3504,test
442,test
1353,test
861,test
1409,test
1356,test
3862,test
1383,test
3662,test
1528,test
1324,test
3447,test
2926,test
3186,test
1194,test
851,test
3195,test
301,test
3687,test
1626,test
1735,test
1810,test
2035,test
63,test
1532,test
718,test
1623,test
1245,test
998,test
1992,test
2702,test
3183,test
1499,test
1508,test
2377,test
279,test
277,test
2967,test
349,test
2015,test
4020,test
1211,test
65,test
49,test
3683,test
3655,test
3863,test
3141,test
410,test
689,test
1661,test
2225,test
3808,test
534,test
2165,test
3658,test
2420,test
3082,test
2676,test
2869,test
669,test
2111,test
735,test
2999,test
1524,test
3073,test
42,test
1658,test
3601,test
167,test
2857,test
3893,test
3148,test
2361,test
2344,test
1526,test
490,test
3792,test
3909,test
2591,test
641,test
290,test
2665,test
3362,test
1987,test
2827,test
2958,test
2260,test
3027,test
555,test
1058,test
2720,test
2365,test
1081,test
1815,test
535,test
1956,test
1296,test
1039,test
2480,test
1527,test
828,test
2669,test
1161,test
1726,test
2335,test
2499,test
1013,test
528,test
2348,test
752,test
2670,test
995,test
4015,test
1219,test
2082,test
286,test
314,test
1994,test
3619,test
333,test
182,test
2097,test
3590,test
2150,test
687,test
3723,test
41,test
3625,test
3438,test
3606,test
275,test
675,test
1856,test
3375,test
1137,test
749,test
908,test
437,test
491,test
1550,test
2189,test
706,test
1572,test
1633,test
4033,test
3021,test
1672,test
